USA,5.8805186E7
India,3.5109286E7
Brazil,2.2351104E7
UK,1.3835309E7
France,1.0921757E7
Russia,1.0585984E7
Turkey,9718861.0
Germany,7342216.0
Spain,6922466.0
Italy,6756024.0
